n 	ale	cresc	desc
10	0.000729345	0.000364672	0.000729345
100	0.006928768	0.00765811	0.014586892
1000	0.08715661	0.791703559	1.22931031
10000	1.101309537	59.33766530	118.00139159
100000	13.8852523	11124.66504849	11270.58101049
500000	72.33087423	140101.389	180329.1851
1000000	154.0616471	1193754.904	1125942.857
